COMPANY,STREET,CITY,STATE,ZIPPOSTAL_CODE,PHONE,TOLLFREE,FAX,EMAIL,WEBSITE,ULTIMATE_PARENT_NAME1,ULTIMATE_PARENT_CITY1,ULTIMATE_PARENT_STATE1,DIRECT_REPORTAGE_NAME1,FAMILY_ROLE1,NAME1,EMAIL1,TITLE2,NAME2,EMAIL2,TITLE3,NAME3,EMAIL3,TITLE4,NAME4,EMAIL4,TITLE5,NAME5,EMAIL5,TITLE6,NAME6,EMAIL6,TITLE7,NAME7,EMAIL7,TITLE8,NAME8,EMAIL8,TITLE9,NAME9,EMAIL9,TITLE10,NAME10,EMAIL10,BUSINESS_DESCRIPTION,YEAR_FOUNDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TITLE131,NAME131,EMAIL131,TITLE132,NAME132,EMAIL132,TITLE133,NAME133,EMAIL133,TITLE134,NAME134,EMAIL134,TITLE135,NAME135,EMAIL135,TITLE136,NAME136,EMAIL136,TITLE137,NAME137,EMAIL137,TITLE138,NAME138,EMAIL138,TITLE139,NAME139,EMAIL139,TITLE140,NAME140,EMAIL140,TITLE141,NAME141,EMAIL141,TITLE142,NAME142,EMAIL142,TITLE143,NAME143,EMAIL143,TITLE144,NAME144,EMAIL144,TITLE145,NAME145,EMAIL145,TITLE146,NAME146,EMAIL146,TITLE147,NAME147,EMAIL147,TITLE148,NAME148,EMAIL148,TITLE149,NAME149,EMAIL149,DIRECT_REPORTAGE_NAME3,FAMILY_ROLE3
Englefield Oil Company,447 James Pkwy,Heath,OH,43056-1030,(740) 928-8215,,(740) 928-1531,,www.englefieldoil.com,,,,,,Ben B. Englefield,ben@englefieldoil.com,VP & Dir-Lubricants,Ed Canter,ecanter@englefieldoil.com,VP-Lubricants Div,Mike Adkins,,VP-Construction & Environmental,John Gordon,jgordon@englefieldoil.com,VP-HR & Real Estate,Frank McManus,frank@englefieldoil.com,Dir-Sls,Gale Amacher,,Dir-IT,Jason Collins,,Dir-Mktg,Ashley Englefield DeWitt,,Dir-Food Svcs,Judy Dudte,,Dir-Retail Ops,Leanne Horwell,,"Englefield Oil Company was founded in 1961 and is headquartered in Heath, OH. The company is a fuel and lubricants distributor and convenient store chain operator. It offers motor oils and industrial lubricants from brands such as Shell and Pennzoil/Quaker State. The company serves wholesale and retail customers in the state of Ohio. According to the company's current annual filing, it has 1,300 employees.",1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterprise Bank & Trust,150 N Meramec Ave,Clayton,MO,63105,(314) 725-5500,,,,www.enterprisebank.com,Enterprise Financial Services Corp,Clayton,MO,Enterprise Financial Services Corp,Subsidiary,Doug  Bauche,DBauche@enterprisebank.com,Chief Admin Officer & Exec VP,Mark  Ponder,MPonder@enterprisebank.com,Pres-North,John  Meek,JMeek@enterprisebank.com,Pres-Specialized Banking,Meg  Schneithorst,MSchneithorst@enterprisebank.com,Sr VP-Bus Dev,William  Crisp,WCrisp@enterprisebank.com,Mng Dir-Specialized Banking,Matthew  Kakta,MKakta@enterprisebank.com,VP/Mgr-Customer Rels-Comml Real Estate Team,Nancy  Petersen,NPetersen@enterprisebank.com,VP,Jessica  Nollett,JNollett@enterprisebank.com,VP-Mktg,Steve  Richardson,SRichardson@enterprisebank.com,Asst VP-Bus Banking-Clayton,Dan  Iadevito,DIadevito@enterprisebank.com,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterprise Bank and Trust Company,222 Merrimack St,Lowell,MA,1852,(978) 459-9000,(877) 671-2265,(978) 656-5813,info@ebtc.com,www.enterprisebanking.com,"Enterprise Bancorp, Inc.",Lowell,MA,"Enterprise Bancorp, Inc.",Subsidiary,Richard W. Main,,CEO,"John P. Clancy, Jr.",,Sec,John A. Koutsos,,Sr VP & Dir-Comml Real Estate,John  Kinser,,VP-Comml Banking & Mgr-Customer Rels-Kansas City,Greg  Schoofs,,Asst VP/Mgr-Customer Rels-Central,Keith  Voss,,Board of Directors:,Luis M. Pedroso,,,,,,,,,,,,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erlanger Health System,975 E 3rd St,Chattanooga,TN,37403-2103,(423) 778-7000,(877) 778-7001,(423) 778-7650,sharon.cahill@erlanger.org,www.erlanger.org,Erlanger Health System,Chattanooga,TN,,,Michael J. Griffin,Michael.Griffin@erlanger.org,Vice Chm,Phil  Smartt,Phil.Smartt@erlanger.org,Pres & CEO,"William L. Jackson, Jr.",William.Jackson@erlanger.org,CEO/VP-Heart & Lung Institute,Judy E. Tingley,Judy.Tingley@erlanger.org,CFO & Sr VP,J. Britton Tabor,,COO & Exec VP,Robert M. Brooks,Robert.Brooks@erlanger.org,Chief Compliance Officer & Sr VP,Alana B. Sullivan,Alana.Sullivan@erlanger.org,Chief Admin Officer,Greg T. Gentry,greg.gentry@erlanger.org,Chief Legal Officer,Jeffrey  Woodard,Jeffrey.Woodard@erlanger.org,Chief Diversity Officer,Elizabeth Appling,Elizabeth.Appling@erlanger.org,"Erlanger Health System was founded in 1891, and is based in Chattanooga, TN. It is a provider of healthcare and medical services. The company offers imaging, radiology, home health, and emergency services. It also provides orthopedics, injury prevention, respiratory, and other healthcare and medical services. The company also has operations in Pikeville.",1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Euromarket Designs, Inc.",1250 Techny Rd,Northbrook,IL,60062-2349,(847) 272-2888,,(847) 272-2938,,www.crateandbarrel.com,Otto GmbH & Co. KG,Hamburg,,Otto GmbH & Co. KG,Subsidiary,Adrian  Mitchell,,CMO,Jennifer  Olsen,,Dir-Mktg,Michelle Levy,,,,,,,,,,,,,,,,,,,,,,,,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Express, Inc.",1 Express Dr,Columbus,OH,43230,(614) 474-4001,,(614) 415-4340,,www.express.com,"Golden Gate Capital Management II, LLC",San Francisco,CA,"Golden Gate Capital Management II, LLC",Holding,Mylle Bell Harvey Mangum,,Pres & COO,Matthew C. Moellering,,CEO,Timothy G. Baxter,,"CFO, Treas & Sr VP",Periclis V. Pericleous,,CMO & Exec VP,Sara  Tervo,,Chief Mdsg Officer & Exec VP,Malissa  Akay,,Exec VP-Real Estate,Douglas H. Tilson,,,,,,,,,,,"Established in 1993 and headquartered in Columbus, OH, Express, Inc. (NYSE: EXPR) is an apparel and accessory retailer. The company offers fashionable apparel and accessories for men and women. It offers lifestyle apparel including work, casual, jeans wear, and going-out. The company's stores are located in shopping malls, lifestyle centers, outlet centers and street locations. It operates 631 stores in 46 states across the United States and Puerto Rico. According to the company's current 10K government filing, it had FYE 02/02/2019 sales of $2.1 billion and has 15,700 employees.",1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F T James Construction,700 W Paisano Dr,El Paso,TX,79901,(915) 351-2400,,,,ftjames.com,,,,,,Frank James,,CFO,Wayne Massey,waynem@ftjames.com,Sr VP & Project Mgr,Rick M. Miller,rickm@ftjames.com,Sr VP-Real Estate,Paul Connington,,Sr VP,Dave Graham,daveg@ftjames.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fahrens Park Steiner Development,3360 N State Hwy 59,Merced,CA,95348-9404,(209) 722-6400,,,,www.steinerdevelopmentinc.com,,,,,,John B. Hinchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairway Group Holdings Corp.,2284 12th Ave,New York,NY,10027,(646) 616-8000,,,,www.fiarwaymarket.com,"Sterling Investment Partners, L.P.",Westport,CT,"Sterling Investment Partners, L.P.",Holding,Charles W. Santoro,,Pres & COO,Kevin  McDonnell,,Chief Admin Officer & Exec VP,Larry  Santoro,,Chief Acctg Officer & VP-Fin,Linda M. Siluk,,Chief Mdsg Officer & Exec VP,Dorothy M. Carlow,,"Gen Counsel, Sec & Sr VP",Nathalie  Augustin,,Sr VP-Real Estate & Dev,Aaron J. Fleishaker,,Chief Mdsg Officer & Sr VP,Brian  Riesenburger,,VP-Produce,Peter  Romano,,,,,"Headquartered in New York, NY, Fairway Group Holdings Corp. is a food retailer. The company's stores offer natural & organic products, prepared foods, and other grocery items. It operates 15 stores in New York, New Jersey, and Connecticut. The company had FYE 03/29/2015 sales of $797.5 million and has 900 employees according to its current 10K government filing.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fairway Outdoor Advertising, LLC - Raleigh",508 Capital Blvd,Raleigh,NC,27605,(919) 755-1900,,(919) 832-3802,,fairwayoutdoor.com,"GTCR, LLC",Chicago,IL,"Fairway Outdoor Advertising, LLC",Division,Paul  Hickman,Paul.Hickman@fairwayoutdoor.com,Dir-Real Estate,Todd Allen,Todd.Allen@fairwayoutdoor.com,Sls Mgr,Aaron  Guyton,Aaron.Guyton@fairwayoutdoor.com,Mgr-Mktg,Mike Russell,Mike.Russell@fairwayoutdoor.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fana Group of Companies,1621 114 Ave SE Ste 132,Bellevue,WA,98004,,(800) 399-6768,,,www.fanagroup.com,,,,,,John Powers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farella Braun + Martel LLP,Russ Bldg 235 Montgomery St 17th Fl,San Francisco,CA,94104,(415) 954-4400,,(415) 954-4480,rvanduzer@fbm.com,www.fbm.com,,,,,,Carly O'Halloran Alameda,,Partner,George T. Argyris,gargyris@fbm.com,Partner,Deborah S. Ballati,dballati@fbm.com,Partner,Jon L. Benjamin,jbenjamin@fbm.com,Partner,James A. Bruen,jbruen@fbm.com,Partner,Daniel E. Cohn,dcohn@fbm.com,Partner,James L. Day,,Partner,Jesse  Debban,,Partner,Ryan  Lowther,,partner,Dirk R. Mueller,dmueller@fbm.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmers National Company,11516 Nicholas St Ste 100,Omaha,NE,68154-8016,(402) 496-3276,(800) 346-2650,(402) 827-7390,info@farmers-national.com,www.farmersnational.com,,,,,,Jim Farrell,jfarrell@farmersnational.com,"CFO, Treas & Sr Exec VP",David Knutson,dknutson@farmersnational.com,Sr VP-Farm & Ranch Mgmt,David  Englund,DEnglund@farmersnational.com,Sr VP-Risk Mgmt,Michael  Pfantz,MPfantz@farmersnational.com,Sr VP-Fin,Terri  Piccolo,tpiccolo@farmersnational.com,Sr VP-Oil & Gas Mgmt,David  Smith,dsmith@farmersnational.com,VP-Mktg,Susan Christensen,schristensen@farmersnational.com,VP-Oil & Gas Mgmt,Wes  Turiano,WTuriano@farmersnational.com,VP-Eastern Area,Stephen Wright,SWright@farmersnational.com,Asst VP-Real Estate,Richard Hickman,RHickman@farmersnational.com,"Founded in 1929, Farmers National Company, is based in Omaha, NE. It is a provider of agricultural services. The company specializes in farm, and ranch management services. It also engages in real estate services, commodity marketing, appraisals, soil testing, conservation and recreation, mapping, consultations, and insurance agency services. The company also offers farm sales, farm auction, oil, gas management solutions.",1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fazoli's System Management, LLC",2470 Palumbo Dr,Lexington,KY,40509,(859) 268-1668,,(859) 268-2263,,www.fazolis.com,"Sentinel Capital Partners, LLC",New York,NY,"Sentinel Capital Partners, LLC",Holding,Carl Howard,,CFO,Rodney  Lee,rodney.lee@fazolis.com,CMO,Jodie  Conrad,,CMO,Donna  Josephson,,Chief Dev Officer,Jeff  Sturgis,,Sr VP-Supply Chain,Blaine  Adams,,VP-Franchise Svcs,Doug  Bostick,,VP-HR,Dave Craig,,VP-Fin & Treasury,Tracy  Haskins,,VP-Fin Plng & Analysis,Spencer  Houlihan,,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Federal Bank,6305 Humphreys Blvd Ste 100,Memphis,TN,38120,(901) 756-2848,,(901) 747-4009,,www.finfedmem.com,"Financial FedCorp, Inc.",Memphis,TN,"Financial FedCorp, Inc.",Subsidiary,Kent  Wunderlich,,Pres,William R. Tayloe,,CFO & Exec VP,Susan  Yount,,Chief Credit Officer & Exec VP,Steve  Sutton,,Exec VP,Mary H. Floyd,,Exec VP,"Richard T. Wood, III",rwood@finfedmem.com,Sr VP & Mgr-Residential Lending,John  Loebel,,Sr VP,Cynthia Burton,,Sr VP,Ruth Carr,,Sr VP,Ean D. Colley,,,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
